_id,id,air_quality_benfits_total_lbs,neighborhood
11173,415939965,0.264066972,Garfield
11174,1409768027,0.264066972,Garfield
11175,1983014878,0.165679603,Garfield
11176,848228926,0.171031399,Garfield
11177,1219778350,0.196934741,Garfield
11178,81365965,0.171031399,Garfield
11179,1304887444,0.171031399,Garfield
11180,673944746,0.317639436,Garfield
11181,1509044624,0.304061227,Garfield
11182,2986110,0.264066972,Garfield
11183,423484809,0.171031399,Garfield
11184,1862658795,0.304061227,Garfield
11185,1943946908,1.382427748,Upper Lawrenceville
11186,652381458,0.304061227,Garfield
11187,1461763774,0.196934741,Garfield
11188,1335031590,0.304061227,Garfield
11189,1386553708,0.198445296,Garfield
11190,2118920628,0.304061227,Garfield
11191,11325492,0.239166724,Strip District
11192,1565417829,0.683577706,Garfield
11193,967842810,0.683577706,Garfield
11194,1177872570,0.304061227,Garfield
11195,221988727,0.683577706,Garfield
11196,1904518714,0.683577706,Garfield
11197,1064825730,0.503116025,Garfield
11198,1551368527,0.329597314,Garfield
11199,1749253092,0.683577706,Garfield
11200,192452555,0.329597314,Garfield
11201,63666710,0.683577706,Garfield
11202,565162115,0.503116025,Strip District
11203,2005846924,0.329597314,Garfield
11204,1679934436,1.250949266,Upper Lawrenceville
11205,773877782,2.338763778,Upper Lawrenceville
11206,1865836353,2.06132286,Upper Lawrenceville
11207,339601558,0.304061227,Upper Lawrenceville
11208,76120735,0.683577706,Upper Lawrenceville
11209,1912009094,0.683577706,Upper Lawrenceville
11210,1939512963,1.250949266,Stanton Heights
11211,232231339,0.903803503,Stanton Heights
11212,178062188,1.250949266,Stanton Heights
11213,1350007849,0.934352495,East Liberty
11214,1286879548,0.903803503,Stanton Heights
11215,1150842676,0.142261654,Stanton Heights
11216,506761882,0.417443546,Stanton Heights
11217,790437757,3.589004601,Stanton Heights
11218,868388656,3.434089673,Garfield
11219,130852753,2.595222851,Garfield
11220,1641230703,0.832612527,Sheraden
11221,1722766752,2.988705558,Sheraden
11222,1527323126,1.510058615,Sheraden
11223,1589873398,0.775748548,Sheraden
11224,1307689301,5.277835683,Point Breeze
11225,1374776527,0.062539413,Lower Lawrenceville
11226,592746054,3.57930274,Sheraden
11227,762535721,2.812098587,Sheraden
11228,679438060,0.875097494,Garfield
11229,182185250,0.683577706,Garfield
11230,113510576,0.329597314,Garfield
11231,77612846,0.238683532,Garfield
11232,944076814,0.238683532,Garfield
11233,232629449,2.667281653,Garfield
11234,190740592,5.034597796,Garfield
11235,1565606234,0.142261654,Garfield
11236,648263858,1.428806153,Central Business District
11237,1813067614,4.577266638,Garfield
11238,1438032130,3.974713175,Garfield
11239,803121853,3.974713175,Garfield
11240,106242975,0.683577706,Garfield
11241,352631490,0.336071793,Garfield
11242,1710856363,0.336071793,Garfield
11243,764827525,0.336071793,Garfield
11244,958813981,0.196934741,Garfield
11245,79273908,0.142261654,Garfield
11246,1364868250,0.142261654,Garfield
11247,1129653740,,Point Breeze North
11248,1332867827,1.07081551,Garfield
11249,1315981122,3.648311575,Garfield
11250,999096677,0.304061227,Garfield
11251,52704812,3.354071242,Garfield
11252,1960763030,1.789915795,Garfield
11253,1583002597,2.728697849,Garfield
11254,1834865514,2.728697849,Garfield
11255,100383036,0.238683532,Garfield
11256,307549445,0.329597314,Garfield
11257,1475212918,0.021569598,Garfield
11258,820477778,0.329597314,East Liberty
11259,1845135521,0.503116025,Garfield
11260,1468707007,0.503116025,Garfield
11261,1685867644,0.683577706,Garfield
11262,191977452,0.304061227,Garfield
11263,1848259988,0.683577706,Garfield
11264,1084763387,0.329597314,Garfield
11265,418243523,0.238683532,Garfield
11266,73440525,0.238683532,Garfield
11267,1267847180,2.031239221,Bloomfield
11268,411279005,0.336071793,Bloomfield
11269,2107212076,0.062539413,Lower Lawrenceville
11270,1174117944,0.138032503,Bloomfield
11271,2052820879,0.11985709,Bloomfield
11272,730250824,0.060426155,Bloomfield
11273,1439345018,1.482831173,Bloomfield
11274,311712149,0.503116025,Bloomfield
11275,1381232175,0.322654343,Bloomfield
11276,1692262281,3.57930274,Bloomfield
11277,1005215159,0.219484108,Bloomfield
11278,1795359547,0.196934741,Bloomfield
11279,80764299,0.634208935,Bloomfield
11280,1355283406,5.126936613,Shadyside
11281,1129553971,1.644545978,Bloomfield
11282,1280864040,1.591693917,Bloomfield
11283,1621449717,1.359931919,Bloomfield
11284,1473451477,0.239166724,Bloomfield
11285,110124521,1.077675387,Bloomfield
11286,1036037866,0.371740111,Bloomfield
11287,1088364681,0.785552536,Friendship
11288,425981007,2.728697849,Garfield
11289,558231403,1.075317861,Garfield
11290,1364973625,0.317639436,Garfield
11291,1153006867,0.548382486,East Liberty
11292,1806508237,1.868601673,Bloomfield
11293,220269480,1.218421418,Bloomfield
11294,1457582948,0.239166724,Bloomfield
11295,1773454053,1.359931919,Bloomfield
11296,2005007689,0.239166724,Bloomfield
11297,1048608807,1.218421418,Polish Hill
11298,1738119535,0.107308212,Polish Hill
11299,499520106,0.260732751,Polish Hill
11300,2138705848,0.226516528,Polish Hill
11301,319935963,1.063125179,Polish Hill
11302,247783064,1.340989791,Friendship
11303,493193533,3.383423591,Polish Hill
11304,471137958,1.405057667,Polish Hill
11305,1913858363,0.237422184,Polish Hill
11306,1786232835,0.503116025,Lower Lawrenceville
11307,1486271939,0.503116025,Lower Lawrenceville
11308,311067789,0.239166724,Lower Lawrenceville
11309,3266695,2.360950673,Lower Lawrenceville
11310,1959332253,0.279505663,Lower Lawrenceville
11311,638799504,0.300161143,Friendship
11312,1114602271,0.317639436,Friendship
11313,1240235654,2.988705558,Lower Lawrenceville
11314,502773169,0.194329668,Friendship
11315,1045513370,1.218421418,Friendship
11316,1494102382,0.73013704,Friendship
11317,581827079,0.239166724,Friendship
11318,1354869011,0.435650047,Friendship
11319,1373512748,4.524266851,Friendship
11320,1287060662,2.812098587,Friendship
11321,1279472690,1.591693917,Friendship
11322,718900330,0.300161143,Friendship
11323,1314685932,2.194797858,Friendship
11324,1656058325,0.435650047,Strip District
11325,1040557191,0.427993686,Friendship
11326,2043823812,0.321026988,Friendship
11327,268849457,0.73013704,Friendship
11328,205457411,2.283701851,Friendship
11329,971540719,1.075317861,Friendship
11330,1974165057,0.428488913,Friendship
11331,1500100081,0.561601945,Friendship
11332,405040651,0.579312976,Friendship
11333,1847053194,0.435650047,Friendship
11334,352021058,0.579312976,Friendship
11335,2068618724,2.189941147,Squirrel Hill South
11336,1391506859,0.427993686,Strip District
11337,1997822447,0.336071793,Friendship
11338,913169209,1.073488221,Friendship
11339,1135512564,0.591701199,Friendship
11340,231778336,1.250949266,Friendship
11341,1103027591,1.929160036,Lower Lawrenceville
11342,544899869,2.498388153,Lower Lawrenceville
11343,1652774968,0.239166724,Polish Hill
11344,2012909644,0.424535112,Friendship
11345,1240090841,0.503116025,Friendship
11346,308963288,0.73013704,Friendship
11347,1296574656,0.683577706,Central Lawrenceville
11348,714612482,0.503116025,Friendship
11349,950785006,1.059854655,Polish Hill
11350,1072811301,0.239166724,Polish Hill
11351,1986673098,0.304061227,Polish Hill
11352,1054898656,0.329597314,Polish Hill
11353,1012930484,0.238683532,Polish Hill
11354,1722793202,1.218421418,Stanton Heights
11355,1722503010,0.428488913,Stanton Heights
11356,14885025,1.633138489,Upper Lawrenceville
11357,241065306,0.201727888,Upper Lawrenceville
11358,1801318013,0.683577706,Strip District
11359,896386419,2.547900219,Upper Lawrenceville
11360,800661623,2.683983891,Upper Lawrenceville
11361,658719542,1.442043878,Upper Lawrenceville
11362,167924959,0.142261654,Upper Lawrenceville
11363,1847212420,0.142261654,Upper Lawrenceville
11364,1684820163,0.142261654,Upper Lawrenceville
11365,899456802,0.142261654,Upper Lawrenceville
11366,1999073211,0.591701199,Upper Lawrenceville
11367,1732924352,0.995722839,Upper Lawrenceville
11368,178446330,,Highland Park
11369,620775277,0.089808254,Garfield
11370,1210707143,0.300161143,Stanton Heights
11371,1080583034,2.60344669,Morningside
11372,233901738,2.338763778,Morningside
11373,1136159336,2.98292044,Stanton Heights
11374,2114224745,2.80981522,Stanton Heights
11375,1707317557,2.547900219,Stanton Heights
11376,1575353841,5.265474373,Stanton Heights
11377,1617034855,1.8242331,Stanton Heights
11378,24959889,7.575351248,Stanton Heights
11379,1640013705,3.583987513,Stanton Heights
11380,1499930353,0.452657984,Bloomfield
11381,1532371509,3.57930274,Upper Lawrenceville
11382,2022177119,1.591693917,Stanton Heights
11383,964708817,2.812098587,Stanton Heights
11384,758507085,7.115470793,Stanton Heights
11385,896894322,0.080703455,Stanton Heights
11386,918890775,7.575351248,Stanton Heights
11387,614119851,1.359931919,Stanton Heights
11388,155729367,3.313140536,Stanton Heights
11389,1284359981,2.80981522,Stanton Heights
11390,1638290406,1.687860796,Stanton Heights
11391,243928506,0.239166724,Lower Lawrenceville
11392,126536830,2.151602667,Upper Lawrenceville
11393,1991598522,0.336071793,Upper Lawrenceville
11394,1270487806,2.22759119,Upper Lawrenceville
11395,602763853,2.350491513,Upper Lawrenceville
11396,516532223,0.428488913,Upper Lawrenceville
11397,1147241046,0.903803503,Upper Lawrenceville
11398,1269389551,0.321026988,Polish Hill
11399,50328234,0.126259007,Polish Hill
11400,782662619,0.503186492,Polish Hill
11401,1783757088,0.279505663,Polish Hill
11402,615155621,0.683577706,Strip District
11403,275912544,0.142261654,Polish Hill
11404,7396760,0.904079222,Polish Hill
11405,589687389,2.015327711,Polish Hill
11406,1980888456,1.633138489,Polish Hill
11407,934281058,0.196934741,Polish Hill
11408,1360276780,1.878016932,Polish Hill
11409,1735269750,0.194329668,Polish Hill
11410,1831061952,0.116797542,Polish Hill
11411,184218603,0.17271028,Polish Hill
11412,1101572781,1.172408871,Polish Hill
11413,1177421945,0.995722839,East Liberty
11414,379532584,0.867628789,Polish Hill
11415,1220177548,0.215638852,Polish Hill
11416,1550544676,0.875097494,Polish Hill
11417,131059512,2.283701851,Polish Hill
11418,755520976,0.607865543,Polish Hill
11419,1495871016,1.789915795,East Liberty
11420,1403720764,0.875097494,East Liberty
11421,1896430514,2.728697849,East Liberty
11422,1403890694,0.196934741,Lower Lawrenceville
11423,1022648966,1.442043878,Lower Lawrenceville
11424,1998309330,0.009838326,Central Lawrenceville
11425,141643317,1.405057667,Lower Lawrenceville
11426,919061740,1.633138489,Lower Lawrenceville
11427,684752890,0.336071793,Polish Hill
11428,998155062,0.239166724,Polish Hill
11429,1901916960,0.166559483,Polish Hill
11430,1019556364,0.166559483,Polish Hill
11431,326755664,0.259389563,Polish Hill
11432,13377994,0.336071793,Polish Hill
11433,175808982,1.660922978,Polish Hill
11434,13983655,0.239166724,Polish Hill
11435,171780288,1.122233627,East Liberty
11436,1921636818,0.480537568,Bloomfield
11437,1409358247,0.239166724,Friendship
11438,519842776,0.336071793,Friendship
11439,865016868,1.218421418,Friendship
11440,1934595996,0.117941227,East Liberty
11441,471006267,0.403001978,East Liberty
11442,2073895389,0.561601945,East Liberty
11443,1400814555,0.062993131,East Liberty
11444,1640464839,1.218421418,East Liberty
11445,1708519413,0.732840583,East Liberty
11446,1783176167,2.370444044,Squirrel Hill North
11447,1507664379,0.329597314,East Liberty
11448,122684287,0.904079222,East Liberty
11449,673920574,0.487952619,East Liberty
11450,1367128741,0.487952619,East Liberty
11451,400331601,0.636752577,East Liberty
11452,414297858,0.390363306,East Liberty
11453,787810330,0.226516528,East Liberty
11454,1966759214,0.021569598,East Liberty
11455,1511858172,0.279505663,East Liberty
11456,2060085922,0.279505663,East Liberty
11457,881316630,0.060426155,Strip District
11458,1017669831,0.020985359,Central Business District
11459,1211541028,0.060426155,Strip District
11460,1459491054,0.201414564,East Liberty
11461,1585337507,0.062539413,Lower Lawrenceville
11462,1547923741,0.062539413,Lower Lawrenceville
11463,1359091627,0.062539413,Lower Lawrenceville
11464,684663265,0.503116025,Lower Lawrenceville
11465,26580387,1.878016932,Lower Lawrenceville
11466,1838241069,1.878016932,Lower Lawrenceville
11467,258002319,0.194329668,Lower Lawrenceville
11468,128939551,0.73013704,Lower Lawrenceville
11469,1963731104,0.511578999,East Liberty
11470,703643086,0.348272077,Lower Lawrenceville
11471,1489728540,0.304061227,Lower Lawrenceville
11472,1497626786,0.336071793,Lower Lawrenceville
11473,726997795,0.239166724,Lower Lawrenceville
11474,569791680,0.166559483,Polish Hill
11475,315981879,0.166559483,Polish Hill
11476,2143550770,0.239166724,Polish Hill
11477,1762389346,1.359931919,Polish Hill
11478,1045240546,0.166559483,Polish Hill
11479,1216691937,0.239166724,Polish Hill
11480,836888504,0.4360846,Lower Lawrenceville
11481,1034122792,0.435650047,Strip District
11482,1789694154,0.304061227,Strip District
11483,1518449835,0.875097494,Strip District
11484,1099201752,0.304061227,Strip District
11485,1441537544,0.11985709,Polish Hill
11486,1024618764,0.336071793,Lower Lawrenceville
11487,1899367418,0.138032503,Polish Hill
11488,266336705,2.728697849,Lower Lawrenceville
11489,107273303,,East Liberty
11490,1893768854,2.461747853,Lower Lawrenceville
11491,1970281426,0.513908222,Lower Lawrenceville
11492,1616295608,0.123548697,Lower Lawrenceville
11493,1449841753,0.030552303,Lower Lawrenceville
11494,1720114876,0.030552303,Lower Lawrenceville
11495,519148319,0.114236963,Lower Lawrenceville
11496,1685604160,0.503116025,Lower Lawrenceville
11497,2024695451,0.196934741,Lower Lawrenceville
11498,641512037,0.239166724,Lower Lawrenceville
11499,1329170794,0.194329668,Lower Lawrenceville
11500,982665616,0.238683532,East Liberty
11501,1160004866,0.300161143,Lower Lawrenceville
11502,1493721944,0.194329668,Central Lawrenceville
11503,1091892379,1.644545978,Lower Lawrenceville
11504,775933847,0.880961104,Lower Lawrenceville
11505,1103122446,1.778330167,Lower Lawrenceville
11506,1276671852,0.435650047,Lower Lawrenceville
11507,791104025,0.304061227,Lower Lawrenceville
11508,1147560532,0.336071793,Strip District
11509,184944363,0.239166724,Strip District
11510,1160692057,1.218421418,Friendship
11511,1842982185,0.015575302,Lower Lawrenceville
11512,39543348,2.376675385,Friendship
11513,1059107410,0.168779216,Friendship
11514,1575804635,0.196934741,Friendship
11515,1767152959,0.579312976,Friendship
11516,505797583,0.579312976,Friendship
11517,496310352,1.058311797,Friendship
11518,2061993968,0.105924548,Polish Hill
11519,1770600915,0.194329668,Polish Hill
11520,1336997312,0.215638852,Polish Hill
11521,223588764,0.138032503,Polish Hill
11522,948336403,0.683577706,Strip District
11523,1986225321,0.014985674,Polish Hill
11524,1090684025,0.372164049,Polish Hill
11525,510956581,0.089808254,Central Lawrenceville
11526,1847016112,0.435650047,Strip District
11527,2116181984,0.435650047,Strip District
11528,1183635393,0.435650047,Strip District
11529,1194001385,1.182634536,Central Business District
11530,1538522742,2.728697849,Central Business District
11531,1254743800,0.271151708,Central Business District
11532,128256605,0.166559483,Central Business District
11533,326552922,0.108691603,East Liberty
11534,2034532757,0.329597314,Central Business District
11535,810452535,0.089808254,Central Business District
11536,748346165,0.196934741,Central Lawrenceville
11537,40620342,0.918280662,Central Business District
11538,580705597,0.918280662,Central Business District
11539,652687305,0.918280662,Central Business District
11540,1175750795,0.918280662,Central Business District
11541,1341698952,1.073488221,Central Business District
11542,1971426805,1.073488221,Central Business District
11543,1965244886,1.073488221,Central Business District
11544,325383363,0.683577706,Strip District
11545,1339610431,1.073488221,Central Business District
11546,289396683,1.073488221,Central Business District
11547,614874305,0.378359247,Central Business District
11548,153957668,0.138032503,Central Business District
11549,1067064459,0.740955209,Central Business District
11550,582040217,0.740955209,Central Business District
11551,967291314,0.460405158,Central Business District
11552,830539778,0.740955209,Central Business District
11553,441581822,2.263232665,Central Business District
11554,1338489456,1.878016932,Central Business District
11555,989200198,,Squirrel Hill South
11556,865567442,0.427993686,Strip District
11557,336682589,1.482831173,Central Business District
11558,329017926,1.482831173,Central Business District
11559,911429878,1.077675387,Central Business District
11560,1756690407,1.077675387,Central Business District
11561,2146520558,0.443991138,Central Business District
11562,893030604,1.077675387,Central Business District
11563,956643387,1.077675387,Central Business District
11564,1045402172,0.875097494,Central Business District
11565,243612322,0.683577706,Central Business District
11566,881660176,0.683577706,Strip District
11567,2116773050,1.428806153,Central Business District
11568,830511289,0.683577706,Strip District
11569,1783007691,0.049331076,Central Business District
11570,1915686408,0.329597314,Central Business District
11571,1143751824,1.181579324,Central Business District
11572,27675969,1.181579324,Central Business District
11573,73536780,1.929160036,Central Business District
11574,1375439800,0.583484038,Central Business District
11575,1929808479,0.683577706,Central Business District
11576,823252519,0.683577706,Central Business District
11577,1442537501,0.875097494,Central Business District
11578,388566233,0.336071793,Strip District
11579,942832997,1.077675387,Central Business District
11580,1031299637,1.077675387,Central Business District
11581,376220955,0.607865543,Central Business District
11582,1507119659,1.929160036,Central Business District
11583,397566113,0.452657984,Central Business District
11584,1927803531,0.118343764,Central Business District
11585,4305917,1.070565882,Central Business District
11586,843459982,0.804285464,Central Business District
11587,1508903565,0.279505663,Central Business District
11588,1997736245,0.207224798,Central Business District
11589,745725618,0.336071793,Strip District
11590,76324078,0.329597314,Central Business District
11591,308109669,0.329597314,Central Business District
11592,949867360,0.452657984,Central Business District
11593,1460342038,0.452657984,Central Business District
11594,226924352,0.138032503,Central Business District
11595,59009793,0.503116025,Central Business District
11596,1308914949,0.503116025,Central Business District
11597,1400957058,0.592663537,Central Business District
11598,126467804,0.683577706,Central Business District
11599,1082716730,0.683577706,Central Business District
11600,494710062,0.503116025,Bloomfield
11601,976771894,1.077675387,Central Business District
11602,1482700044,1.077675387,Central Business District
11603,1537446862,1.359931919,Central Business District
11604,1081154795,1.676032982,Central Business District
11605,1595297280,2.213774095,Central Business District
11606,833762904,2.213774095,Central Business District
11607,820688726,2.213774095,Central Business District
11608,1465957972,0.238683532,Central Business District
11609,1657546008,1.929160036,Central Business District
11610,1241276606,1.929160036,Central Business District
11611,1995374982,0.403001978,Bloomfield
11612,580883635,1.359931919,Central Business District
11613,731117778,0.403001978,Central Business District
11614,2036751320,0.062539413,Central Business District
11615,676181717,0.089808254,Middle Hill
11616,1888709637,0.260694957,Middle Hill
11617,1199930991,1.382427748,Middle Hill
11618,2082330805,0.207721333,Central Business District
11619,1745733725,0.207721333,Central Business District
11620,541207853,0.088498193,Crawford-Roberts
11621,1438790597,2.491820773,Crawford-Roberts
11622,1989819918,0.452657984,Strip District
11623,873898744,0.33915266,Crawford-Roberts
11624,1217556139,0.226516528,Crawford-Roberts
11625,16456446,0.027117716,Crawford-Roberts
11626,899465919,0.207721333,Central Business District
11627,20903801,0.452657984,Central Business District
11628,1502276898,0.452657984,Central Business District
11629,498070766,1.28025328,Central Business District
11630,1441060747,0.696723288,Central Business District
11631,1602075563,0.286165886,Central Business District
11632,190130830,0.021569598,Central Business District
11633,487763121,1.359931919,East Liberty
11634,1707225691,0.503116025,Central Business District
11635,1550962340,2.988705558,Central Business District
11636,2018325120,2.070624798,Central Business District
11637,1269265451,2.455840531,Central Business District
11638,525200894,0.317639436,Central Business District
11639,911238875,1.929160036,Central Business District
11640,1842235966,1.929160036,Central Business District
11641,1771677395,0.089808254,Crawford-Roberts
11642,1678373964,0.077995826,Crawford-Roberts
11643,1455666614,0.561601945,Crawford-Roberts
11644,1554523649,0.036988227,Strip District
11645,644023990,0.232276894,Crawford-Roberts
11646,476327472,1.428806153,Crawford-Roberts
11647,1418969074,0.088498193,Crawford-Roberts
11648,682214763,0.194329668,Crawford-Roberts
11649,436022468,0.088498193,Crawford-Roberts
11650,38580336,1.181579324,Crawford-Roberts
11651,1154201555,0.17271028,Crawford-Roberts
11652,735054524,0.17271028,Crawford-Roberts
11653,220035975,0.084687809,Crawford-Roberts
11654,382479689,0.17271028,Crawford-Roberts
11655,507882318,0.123548697,Central Lawrenceville
11656,1319617616,0.084687809,Crawford-Roberts
11657,1956831064,0.17271028,Crawford-Roberts
11658,1160166751,2.841056263,Crawford-Roberts
11659,819313348,1.878016932,Crawford-Roberts
11660,510828259,1.929160036,Crawford-Roberts
11661,256979317,2.213774095,Crawford-Roberts
11662,2021615009,0.428488913,Crawford-Roberts
11663,1919686661,0.428488913,Crawford-Roberts
11664,1287849085,0.196934741,Crawford-Roberts
11665,1792721284,1.633138489,Crawford-Roberts
11666,901568383,1.925901529,Greenfield
11667,194756329,0.511578999,East Liberty
11668,162682100,1.633138489,Crawford-Roberts
11669,1139321120,0.636752577,Crawford-Roberts
11670,1390254506,1.8242331,Crawford-Roberts
11671,1520615099,0.747752351,Crawford-Roberts
11672,766227472,1.250949266,Crawford-Roberts
11673,887567135,0.304061227,Crawford-Roberts
11674,1400950469,0.435650047,Crawford-Roberts
11675,1062648328,1.075317861,Crawford-Roberts
11676,1744813909,2.841056263,Crawford-Roberts
11677,115842261,2.841056263,Crawford-Roberts
11678,560345543,0.503116025,Central Lawrenceville
11679,748951790,0.238683532,Central Business District
11680,1099883459,0.503116025,Central Business District
11681,496358902,0.683577706,Central Business District
11682,234861259,0.207721333,Central Business District
11683,685468726,0.130364996,Central Business District
11684,313014144,0.758921666,Central Business District
11685,1454495745,0.503116025,Central Business District
11686,2039370603,0.452657984,Crawford-Roberts
11687,1601206387,0.239166724,Crawford-Roberts
11688,830671197,0.196934741,Crawford-Roberts
11689,516552802,0.785552536,East Liberty
11690,597606307,0.142261654,Crawford-Roberts
11691,1321034926,0.142261654,Crawford-Roberts
11692,1754388965,0.142261654,Crawford-Roberts
11693,1300717497,0.336071793,Crawford-Roberts
11694,409795066,0.142261654,Crawford-Roberts
11695,1488022821,0.142261654,Crawford-Roberts
11696,159111067,0.142261654,Crawford-Roberts
11697,1848591839,0.142261654,Crawford-Roberts
11698,706153921,0.239166724,Crawford-Roberts
11699,1422987420,0.336071793,Crawford-Roberts
11700,1671756408,0.317639436,East Liberty
11701,567384995,2.455840531,Crawford-Roberts
11702,699095500,2.070624798,Crawford-Roberts
11703,2005283669,0.17271028,Crawford-Roberts
11704,1271628484,0.17271028,Crawford-Roberts
11705,1509210602,1.482831173,Crawford-Roberts
11706,597257390,0.785552536,Crawford-Roberts
11707,1719697866,0.904079222,Crawford-Roberts
11708,850625008,0.732840583,Crawford-Roberts
11709,1568884733,0.904079222,Crawford-Roberts
11710,334644697,0.044494402,Central Business District
11711,2027979740,,Garfield
11712,331162167,0.683577706,Central Business District
11713,1419446742,0.875097494,Central Business District
11714,309162267,0.503116025,Central Business District
11715,1933455227,1.923259811,Central Business District
11716,231311515,0.196934741,Central Business District
11717,954909962,0.142261654,Troy Hill
11718,761980969,1.301964955,Troy Hill
11719,1938019149,0.194329668,Troy Hill
11720,883137269,0.194329668,Troy Hill
11721,482214071,0.737340398,Troy Hill
11722,1404650588,0.02546064,Central Lawrenceville
11723,554193898,1.181579324,Strip District
11724,1258790496,0.747752351,Strip District
11725,1271449141,0.903803503,Strip District
11726,1312749450,0.260732751,Strip District
11727,1641348608,0.260732751,Strip District
11728,2146328649,1.077675387,Strip District
11729,863126408,1.077675387,Strip District
11730,1574696322,1.28025328,Strip District
11731,419410196,0.138032503,Strip District
11732,807363764,0.215638852,Strip District
11733,1542078340,0.304061227,Garfield
11734,1156512908,0.390363306,Strip District
11735,1237219247,0.390363306,Strip District
11736,594158130,0.133666137,Strip District
11737,945348198,1.48915183,Central Business District
11738,2114869909,0.138032503,Strip District
11739,431065399,0.591701199,Central Business District
11740,277655295,0.239166724,Central Business District
11741,263826269,1.633954294,Central Business District
11742,503036959,1.660922978,Central Business District
11743,1840280348,1.674314784,Central Business District
11744,15842762,0.785006173,Central Lawrenceville
11745,262784672,2.370444044,Central Business District
11746,1616140815,0.219484108,Central Business District
11747,472795866,0.291893968,Strip District
11748,1687792521,0.082575667,Troy Hill
11749,1645083680,0.452657984,Troy Hill
11750,486822820,0.683577706,Troy Hill
11751,1544628778,1.868601673,Troy Hill
11752,1802875216,0.663903802,Troy Hill
11753,742451135,0.252920409,Troy Hill
11754,414052491,0.237422184,Troy Hill
11755,1282407756,0.995722839,Lower Lawrenceville
11756,982829103,0.696723288,Troy Hill
11757,433803041,0.075144136,Troy Hill
11758,103323772,0.23158672,Crafton Heights
11759,1816112907,1.710048226,Crafton Heights
11760,42052957,0.175094966,Crafton Heights
11761,166964875,1.964857165,Crafton Heights
11762,692965540,0.404374537,Crafton Heights
11763,564773868,1.310682811,Westwood
11764,653513234,1.310682811,Westwood
11765,264845744,0.026281765,Bloomfield
11766,1149801478,2.093787069,Crafton Heights
11767,1605052819,2.806346083,Crafton Heights
11768,1967230707,3.109756215,Crafton Heights
11769,2014832298,0.138490161,Crafton Heights
11770,1904007944,2.002036425,Westwood
11771,2144667277,1.382427748,Westwood
11772,1693123157,1.868601673,Westwood
11773,1098462883,1.027212998,Westwood
11774,1741082219,0.302394738,Ridgemont
11775,1339996147,0.164745918,Ridgemont
11776,686461787,4.259932072,Point Breeze
11777,1850859802,1.359931919,Lower Lawrenceville
11778,1963356379,0.836028578,Ridgemont
11779,534973734,4.925818101,Ridgemont
11780,1106234654,1.873151122,Ridgemont
11781,1847089297,0.138490161,Westwood
11782,1803930541,0.178851784,Westwood
11783,424113799,1.125439228,Westwood
11784,1663030108,0.649457198,Westwood
11785,91903797,0.407649727,Westwood
11786,962205751,3.304311033,Westwood
11787,1473037537,1.017785908,Westwood
11788,247014789,0.060426155,Garfield
11789,1319196593,0.062539413,Westwood
11790,10990445,0.143132242,Westwood
11791,733255641,1.658855416,Westwood
11792,673267748,2.083842336,Westwood
11793,1946698331,2.728697849,Westwood
11794,393020223,0.289182659,Spring Hill-City View
11795,972461750,0.385572218,Spring Hill-City View
11796,594918213,0.037718683,Spring Garden
11797,324026781,0.315915292,Spring Garden
11798,339691122,0.385572218,Spring Garden
11799,26631849,0.130364996,East Liberty
11800,171649429,0.24185874,Spring Garden
11801,625369303,1.513623268,Spring Garden
11802,338539516,0.495327382,Spring Garden
11803,81890272,0.448535049,Spring Garden
11804,1974764049,0.765231379,Spring Garden
11805,876120951,0.878299309,Spring Garden
11806,1021852443,0.102443706,Troy Hill
11807,1397649844,0.076863476,Troy Hill
11808,467658300,0.076863476,Troy Hill
11809,532477986,0.024417363,Troy Hill
11810,308835918,0.503116025,Strip District
11811,1505360484,0.038894752,Troy Hill
11812,1550423195,0.076863476,Troy Hill
11813,435499545,0.048241856,Troy Hill
11814,1369516518,0.142261654,Troy Hill
11815,856476528,0.048241856,Troy Hill
11816,496519203,0.219484108,Troy Hill
11817,1251231014,0.117941227,Troy Hill
11818,298236476,0.117941227,Troy Hill
11819,1690302375,1.07081551,Squirrel Hill North
11820,1088343773,1.826555529,Squirrel Hill North
11821,1258453088,0.239166724,Garfield
11822,487637870,0.288124054,Squirrel Hill North
11823,946500939,1.633138489,Squirrel Hill North
11824,2145293509,1.633138489,Squirrel Hill North
11825,1431738105,1.706543698,Squirrel Hill North
11826,1330272491,1.633138489,Squirrel Hill North
11827,658745774,0.097470209,Squirrel Hill North
11828,169019094,1.48915183,Squirrel Hill North
11829,478327229,0.207721333,Troy Hill
11830,1151430517,0.404374537,Crafton Heights
11831,880647964,0.322654343,Crafton Heights
11832,1994847162,0.336071793,Strip District
11833,129112018,0.065043519,Esplen
11834,938075261,4.259932072,Brighton Heights
11835,424017032,1.077675387,Spring Garden
11836,645326644,0.495327382,Spring Garden
11837,1195233998,0.60463441,Spring Garden
11838,823966975,0.435650047,Squirrel Hill South
11839,738491239,0.461970476,Squirrel Hill South
11840,975817284,1.687860796,Squirrel Hill North
11841,126807017,3.880274166,Squirrel Hill North
11842,932189866,3.790358794,Squirrel Hill South
11843,1964984692,1.359931919,Garfield
11844,833752440,5.086827557,Squirrel Hill South
11845,1899802576,0.39822643,Squirrel Hill South
11846,454237596,2.022127095,Squirrel Hill South
11847,91689577,0.428488913,Squirrel Hill South
11848,1158506242,1.317777209,Squirrel Hill South
11849,1760879658,2.098451969,Squirrel Hill South
